G( F LPS && Phagocyte > 0 && (Phagocyte U AntiInflam) && F ActPhag && F Damage && F Proinflam)
LPS Phagocyte ActPhag AntiInflam Damage Proinflam
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
0.0 90.0 0.0 0.0 0.0 0.0
653424.6383723213 90.0 0.0 0.0 0.0 0.0
653424.6383723213 90.0 0.0 0.0 0.0 0.0
731670.682281341 90.0 0.0 0.0 0.0 0.0
731670.682281341 90.0 0.0 0.0 0.0 0.0
743388.6345687142 90.0 0.0 0.0 0.0 0.0
743388.6345687142 90.0 0.0 0.0 0.0 0.0
627161.3083311644 90.0 0.0 0.0 0.0 0.0
627161.3083311644 90.0 0.0 0.0 0.0 0.0
529105.8920962011 90.0 0.0 0.0 0.0 0.0
529105.8920962011 90.0 0.0 0.0 0.0 0.0
446381.2440787452 105.0 1.0 0.00183956679448 0.0 2.912435
446381.2440787452 105.0 1.0 0.00183956679448 0.0 2.912435
376590.4293295212 105.0 1.0 0.0018740548397685392 0.0 4.450566432938608
376590.4293295212 105.0 1.0 0.0018740548397685392 0.0 4.450566432938608
317711.26888470893 103.0 3.0 0.005553728660886636 0.0 11.026075407936458
317711.26888470893 103.0 3.0 0.005553728660886636 0.0 11.026075407936458
268037.74741712457 100.0 6.0 0.011140940079782443 0.0 22.67798926983552
268037.74741712457 100.0 6.0 0.011140940079782443 0.0 22.67798926983552
226130.58168394997 98.0 8.0 0.014924500676461165 8.343273967999007 34.36270429398384
226130.58168394997 98.0 8.0 0.014924500676461165 8.343273967999007 34.36270429398384
190775.51749882926 117.0 12.0 0.02235252936800069 5.281717928715741 51.07172419175683
190775.51749882926 117.0 12.0 0.02235252936800069 5.281717928715741 51.07172419175683
160948.14688892144 115.0 14.0 0.0261707636452871 12.268790057724111 65.89917643305199
160948.14688892144 115.0 14.0 0.0261707636452871 12.268790057724111 65.89917643305199
135784.22601913253 128.0 22.0 0.040794407280506116 30.9196533688282 94.19285642242929
135784.22601913253 128.0 22.0 0.040794407280506116 30.9196533688282 94.19285642242929
114554.63384949286 125.0 25.0 0.046749481238750765 50.30697201598459 119.01169081878236
114554.63384949286 125.0 25.0 0.046749481238750765 50.30697201598459 119.01169081878236
96644.24595639232 124.0 26.0 0.04853640887532744 54.32139763554283 132.91416547527027
96644.24595639232 124.0 26.0 0.04853640887532744 54.32139763554283 132.91416547527027
81534.11138960249 121.0 28.0 0.052413128055356244 52.903537465776395 149.13638316668195
81534.11138960249 121.0 28.0 0.052413128055356244 52.903537465776395 149.13638316668195
68786.41614206068 116.0 30.0 0.05554671633662324 61.1717062322684 156.48179140963256
68786.41614206068 116.0 30.0 0.05554671633662324 61.1717062322684 156.48179140963256
58031.79755108203 114.0 31.0 0.057734862659117855 56.04051184726006 165.48837508389732
58031.79755108203 114.0 31.0 0.057734862659117855 56.04051184726006 165.48837508389732
48958.64206756538 108.0 34.0 0.06329415437542767 50.256498485537016 179.23867858279803
48958.64206756538 108.0 34.0 0.06329415437542767 50.256498485537016 179.23867858279803
41304.05629758524 106.0 35.0 0.06540106674748623 56.69017883318788 190.74699332765744
41304.05629758524 106.0 35.0 0.06540106674748623 56.69017883318788 190.74699332765744
34846.24970357061 102.0 37.0 0.06928431095001876 61.49132574917884 206.0486013771898
34846.24970357061 102.0 37.0 0.06928431095001876 61.49132574917884 206.0486013771898
29398.108254916537 95.0 40.0 0.07487419890793945 72.92633202669968 221.77418113215847
29398.108254916537 95.0 40.0 0.07487419890793945 72.92633202669968 221.77418113215847
24801.77282547701 93.0 42.0 0.0786567058337042 96.10118903464206 234.80999097768304
24801.77282547701 93.0 42.0 0.0786567058337042 96.10118903464206 234.80999097768304
20924.06524775917 89.0 42.0 0.07872696975878861 109.45560298021518 241.1099860199642
20924.06524775917 89.0 42.0 0.07872696975878861 109.45560298021518 241.1099860199642
17652.629494402612 82.0 45.0 0.0842473683865225 122.73095486640398 253.9655790452839
17652.629494402612 82.0 45.0 0.0842473683865225 122.73095486640398 253.9655790452839
14892.676178211752 81.0 45.0 0.084186916909098 115.48540107618739 258.66194172496256
14892.676178211752 81.0 45.0 0.084186916909098 115.48540107618739 258.66194172496256
12564.236043100715 77.0 47.0 0.08786526039973672 129.6793535267734 267.50440505753124
12564.236043100715 77.0 47.0 0.08786526039973672 129.6793535267734 267.50440505753124
10599.84286623406 72.0 49.0 0.09161329284264723 127.09935853495949 277.9233573263379
10599.84286623406 72.0 49.0 0.09161329284264723 127.09935853495949 277.9233573263379
8942.578633783985 72.0 49.0 0.09151916959421728 122.8369363761659 280.453131749633
8942.578633783985 72.0 49.0 0.09151916959421728 122.8369363761659 280.453131749633
7544.424349549202 69.0 49.0 0.09184425626051444 110.32585658519783 286.1180651711183
7544.424349549202 69.0 49.0 0.09184425626051444 110.32585658519783 286.1180651711183
6364.868691345851 67.0 50.0 0.09369052011312314 104.93617455857232 292.72170214137344
6364.868691345851 67.0 50.0 0.09369052011312314 104.93617455857232 292.72170214137344
5369.734201191259 64.0 52.0 0.09724065542222683 109.24036267809512 300.4276448492144
5369.734201191259 64.0 52.0 0.09724065542222683 109.24036267809512 300.4276448492144
4530.186998303435 63.0 52.0 0.09746911717749587 115.78188755319199 304.76443531632503
4530.186998303435 63.0 52.0 0.09746911717749587 115.78188755319199 304.76443531632503
3821.901321492718 59.0 56.0 0.10466715043101016 123.95392379249618 316.3975548132699
3821.901321492718 59.0 56.0 0.10466715043101016 123.95392379249618 316.3975548132699
3224.3546936799407 57.0 56.0 0.10463533077849674 125.45091171210208 316.9252866029345
3224.3546936799407 57.0 56.0 0.10463533077849674 125.45091171210208 316.9252866029345
2720.233286032479 55.0 56.0 0.10417893006963312 147.3786603494584 312.118059622575
2720.233286032479 55.0 56.0 0.10417893006963312 147.3786603494584 312.118059622575
2294.9302522278836 53.0 57.0 0.1055555493138919 142.83675292190253 308.58836203403115
2294.9302522278836 53.0 57.0 0.1055555493138919 142.83675292190253 308.58836203403115
1936.1224971525776 50.0 60.0 0.11138503169307173 150.06922250473343 314.16831044845975
1936.1224971525776 50.0 60.0 0.11138503169307173 150.06922250473343 314.16831044845975
1633.4136169677547 47.0 62.0 0.11494356266541304 164.83676072813972 319.39107898538043
1633.4136169677547 47.0 62.0 0.11494356266541304 164.83676072813972 319.39107898538043
1378.032664782074 44.0 65.0 0.12075305024685892 185.393528529799 329.86269225364197
1378.032664782074 44.0 65.0 0.12075305024685892 185.393528529799 329.86269225364197
1162.5800137087203 42.0 65.0 0.12102073325329821 177.67380219420033 334.07997955529447
1162.5800137087203 42.0 65.0 0.12102073325329821 177.67380219420033 334.07997955529447
980.8129537253938 42.0 65.0 0.12017140023929808 186.19973305763875 326.5547576618373
980.8129537253938 42.0 65.0 0.12017140023929808 186.19973305763875 326.5547576618373
827.4648100363423 40.0 66.0 0.12037613505677923 164.563584526756 314.5341355943184
827.4648100363423 40.0 66.0 0.12037613505677923 164.563584526756 314.5341355943184
698.0923419167751 40.0 66.0 0.11881827318397228 157.69641856561404 303.3344019356743
698.0923419167751 40.0 66.0 0.11881827318397228 157.69641856561404 303.3344019356743
588.9470004427725 38.0 68.0 0.12215355060985794 140.77230903757285 298.6276182348815
588.9470004427725 38.0 68.0 0.12215355060985794 140.77230903757285 298.6276182348815
496.86631481755205 51.0 72.0 0.13027321037801173 152.00949736525033 304.98574382998106
496.86631481755205 51.0 72.0 0.13027321037801173 152.00949736525033 304.98574382998106
419.182260228449 49.0 73.0 0.13291977160143365 132.14720085351513 308.5214047319092
419.182260228449 49.0 73.0 0.13291977160143365 132.14720085351513 308.5214047319092
353.643952206251 47.0 74.0 0.1329710181016984 146.25006606228513 304.8401319462871
353.643952206251 47.0 74.0 0.1329710181016984 146.25006606228513 304.8401319462871
298.3524275667096 45.0 74.0 0.13358653472853516 149.8850148465837 298.0137028640334
298.3524275667096 45.0 74.0 0.13358653472853516 149.8850148465837 298.0137028640334
251.7056222215124 43.0 75.0 0.13280517949938753 133.13909197586034 293.79083882394093
251.7056222215124 43.0 75.0 0.13280517949938753 133.13909197586034 293.79083882394093
212.35195159842314 42.0 76.0 0.13317208389393742 117.05760995186999 294.6881166364139
212.35195159842314 42.0 76.0 0.13317208389393742 117.05760995186999 294.6881166364139
179.15114866991095 39.0 78.0 0.13635697553462925 112.6785670168508 293.31267750859416
179.15114866991095 39.0 78.0 0.13635697553462925 112.6785670168508 293.31267750859416
151.14122487766767 37.0 79.0 0.14022703535136086 128.10595680646614 295.1297839486304
151.14122487766767 37.0 79.0 0.14022703535136086 128.10595680646614 295.1297839486304
127.51059665049604 45.0 80.0 0.14077099081803346 131.80682092345316 295.47248968855047
127.51059665049604 45.0 80.0 0.14077099081803346 131.80682092345316 295.47248968855047
107.57456988538321 42.0 83.0 0.1444452224959375 120.3790739279879 298.3833215715262
107.57456988538321 42.0 83.0 0.1444452224959375 120.3790739279879 298.3833215715262
90.75550103294236 40.0 85.0 0.1494974974107898 146.1862243251308 302.7643993194353
90.75550103294236 40.0 85.0 0.1494974974107898 146.1862243251308 302.7643993194353
76.56605995744448 37.0 88.0 0.1537485488696571 135.95705097361932 304.92378298756694
76.56605995744448 37.0 88.0 0.1537485488696571 135.95705097361932 304.92378298756694
64.59510961521835 36.0 89.0 0.15583656458227862 158.97914315166108 309.8714767812952
64.59510961521835 36.0 89.0 0.15583656458227862 158.97914315166108 309.8714767812952
54.495793417098234 35.0 90.0 0.1573756685847163 132.58336960219768 309.12318127333026
54.495793417098234 35.0 90.0 0.1573756685847163 132.58336960219768 309.12318127333026
45.97548510792172 35.0 90.0 0.15529940356230587 139.07898058488684 305.6582044715075
45.97548510792172 35.0 90.0 0.15529940356230587 139.07898058488684 305.6582044715075
38.787309962268125 35.0 90.0 0.15207533944335713 163.42243382004153 298.4979547796226
38.787309962268125 35.0 90.0 0.15207533944335713 163.42243382004153 298.4979547796226
32.72299162428774 47.0 90.0 0.15582654070828938 163.9585844006243 298.5538309001889
32.72299162428774 47.0 90.0 0.15582654070828938 163.9585844006243 298.5538309001889
27.60681732981345 46.0 91.0 0.1590337951530784 157.28542187604606 300.2129497656186
27.60681732981345 46.0 91.0 0.1590337951530784 157.28542187604606 300.2129497656186
23.29054665393193 46.0 91.0 0.15782718258544348 152.76564061322952 296.79062239002843
23.29054665393193 46.0 91.0 0.15782718258544348 152.76564061322952 296.79062239002843
19.64911626568301 47.0 90.0 0.15221399375354855 144.53654255879283 293.22651978893947
19.64911626568301 47.0 90.0 0.15221399375354855 144.53654255879283 293.22651978893947
16.577016235775904 44.0 93.0 0.15830585476313438 148.2239477547341 293.6136860822218
16.577016235775904 44.0 93.0 0.15830585476313438 148.2239477547341 293.6136860822218
13.985232901344913 46.0 91.0 0.15311001147948802 137.4930957081764 291.52657405787386
13.985232901344913 46.0 91.0 0.15311001147948802 137.4930957081764 291.52657405787386
11.798669707685459 44.0 93.0 0.15956671854555401 149.97717547791436 289.6759790277969
11.798669707685459 44.0 93.0 0.15956671854555401 149.97717547791436 289.6759790277969
9.953971296228248 41.0 95.0 0.16509932639090177 162.956227895295 290.00647209953155
9.953971296228248 41.0 95.0 0.16509932639090177 162.956227895295 290.00647209953155
8.397687792005499 40.0 96.0 0.16234228269575757 168.01407923947517 284.1164696670427
8.397687792005499 40.0 96.0 0.16234228269575757 168.01407923947517 284.1164696670427
7.08472610110098 44.0 92.0 0.15614618888801943 165.7732213672442 278.54224138365186
7.08472610110098 44.0 92.0 0.15614618888801943 165.7732213672442 278.54224138365186
5.97704334464603 44.0 91.0 0.15247314642382162 158.30166609166363 275.7888651412307
5.97704334464603 44.0 91.0 0.15247314642382162 158.30166609166363 275.7888651412307
5.042544571797332 41.0 93.0 0.15528024672467508 155.6351904924612 266.9304077555833
5.042544571797332 41.0 93.0 0.15528024672467508 155.6351904924612 266.9304077555833
4.2541528130859945 45.0 90.0 0.14947988461969977 154.23070418459918 262.0424623160384
4.2541528130859945 45.0 90.0 0.14947988461969977 154.23070418459918 262.0424623160384
3.5890245290656035 40.0 95.0 0.16480268109907745 149.40444339978168 272.3575044758387
3.5890245290656035 40.0 95.0 0.16480268109907745 149.40444339978168 272.3575044758387
3.0278877219952394 37.0 98.0 0.16379481786588146 146.47081925712106 266.5317368015987
3.0278877219952394 37.0 98.0 0.16379481786588146 146.47081925712106 266.5317368015987
2.5544835324367283 56.0 96.0 0.1603589059994367 153.58243301909158 253.45286066307668
2.5544835324367283 56.0 96.0 0.1603589059994367 153.58243301909158 253.45286066307668
2.1550951411073056 53.0 98.0 0.1617541076594312 151.8770792075215 242.0810515830973
2.1550951411073056 53.0 98.0 0.1617541076594312 151.8770792075215 242.0810515830973
1.8181503259854674 55.0 96.0 0.15673676985931048 137.25238080425518 231.07108941991225
1.8181503259854674 55.0 96.0 0.15673676985931048 137.25238080425518 231.07108941991225
1.5338861588182977 54.0 94.0 0.15385752143439302 118.92886424308767 218.95662979899757
1.5338861588182977 54.0 94.0 0.15385752143439302 118.92886424308767 218.95662979899757
1.2940661256593804 56.0 92.0 0.14768148474404533 109.36895380819054 209.6415246982413
1.2940661256593804 56.0 92.0 0.14768148474404533 109.36895380819054 209.6415246982413
1.0917414750447756 53.0 95.0 0.15448798867721447 127.63757793638369 207.33259649775945
1.0917414750447756 53.0 95.0 0.15448798867721447 127.63757793638369 207.33259649775945
0.9210498789044826 55.0 92.0 0.14738494878283176 119.54681661335553 201.286144441516
0.9210498789044826 55.0 92.0 0.14738494878283176 119.54681661335553 201.286144441516
0.7770455724375342 53.0 94.0 0.15026481814692824 119.21554569744356 202.83213394383822
0.7770455724375342 53.0 94.0 0.15026481814692824 119.21554569744356 202.83213394383822
0.655556051278059 52.0 94.0 0.1527317238980733 120.10164300735745 205.52793153009853
0.655556051278059 52.0 94.0 0.1527317238980733 120.10164300735745 205.52793153009853
0.5530611737728405 48.0 96.0 0.15801622406681734 111.9400960609706 206.84937432359928
0.5530611737728405 48.0 96.0 0.15801622406681734 111.9400960609706 206.84937432359928
0.466591165375803 48.0 95.0 0.15397480720784157 121.29155229861391 204.6599193616716
0.466591165375803 48.0 95.0 0.15397480720784157 121.29155229861391 204.6599193616716
0.39364056985163165 45.0 98.0 0.16002435017790828 106.66376095396963 209.61250458045865
0.39364056985163165 45.0 98.0 0.16002435017790828 106.66376095396963 209.61250458045865
0.3320956540364644 42.0 100.0 0.1641057205565303 135.8174093374347 210.92275637821584
0.3320956540364644 42.0 100.0 0.1641057205565303 135.8174093374347 210.92275637821584
0.2801731627191717 37.0 105.0 0.17154403879136784 128.10655314390698 215.7688025888604
0.2801731627191717 37.0 105.0 0.17154403879136784 128.10655314390698 215.7688025888604
0.23636864907435318 43.0 99.0 0.15779809785872775 108.12088839772153 205.10517151034725
0.23636864907435318 43.0 99.0 0.15779809785872775 108.12088839772153 205.10517151034725
0.19941288352887757 47.0 95.0 0.1506519869960519 101.4508984089484 197.77111251249565
0.19941288352887757 47.0 95.0 0.1506519869960519 101.4508984089484 197.77111251249565
0.16823507801490387 44.0 98.0 0.1596054592328734 126.22289623148696 206.98193662953628
0.16823507801490387 44.0 98.0 0.1596054592328734 126.22289623148696 206.98193662953628
0.14193186003742908 50.0 102.0 0.1646954126483799 131.715090039482 210.01128342424758
0.14193186003742908 50.0 102.0 0.1646954126483799 131.715090039482 210.01128342424758
0.11974109758429755 47.0 105.0 0.1712961939990443 116.74135994032717 221.17294308760975
0.11974109758429755 47.0 105.0 0.1712961939990443 116.74135994032717 221.17294308760975
0.10101981645918803 47.0 104.0 0.16839482928647775 102.07058297449137 219.33080697001427
0.10101981645918803 47.0 104.0 0.16839482928647775 102.07058297449137 219.33080697001427
0.08522557019542693 66.0 106.0 0.17104861424466516 106.3763885552705 208.49754874001314
0.08522557019542693 66.0 106.0 0.17104861424466516 106.3763885552705 208.49754874001314
0.07190072274651226 71.0 101.0 0.1569299290987777 117.55269466363114 197.19194444851402
0.07190072274651226 71.0 101.0 0.1569299290987777 117.55269466363114 197.19194444851402
0.060659188546541044 66.0 106.0 0.17220120847167578 117.75040617683753 195.83930533853928
0.060659188546541044 66.0 106.0 0.17220120847167578 117.75040617683753 195.83930533853928
0.05117524573566616 66.0 106.0 0.17093149666714824 128.71782974719667 191.2077924425415
0.05117524573566616 66.0 106.0 0.17093149666714824 128.71782974719667 191.2077924425415
0.043174098415385984 73.0 99.0 0.15438515926837307 120.14643931557049 179.03075663291398
0.043174098415385984 73.0 99.0 0.15438515926837307 120.14643931557049 179.03075663291398
0.03642391447633725 68.0 103.0 0.16271186594575976 127.99860998747387 175.33630828058187
0.03642391447633725 68.0 103.0 0.16271186594575976 127.99860998747387 175.33630828058187
0.030729108295791 71.0 100.0 0.1573394376506929 145.9119335566743 174.08374205371635
0.030729108295791 71.0 100.0 0.1573394376506929 145.9119335566743 174.08374205371635
0.02592467367196031 74.0 97.0 0.14806242579951953 129.80128438188615 163.1011955208202
0.02592467367196031 74.0 97.0 0.14806242579951953 129.80128438188615 163.1011955208202
0.021871402792696903 70.0 101.0 0.15937450361714628 138.4251764659498 161.14364292078054
0.021871402792696903 70.0 101.0 0.15937450361714628 138.4251764659498 161.14364292078054
0.018451852708864132 66.0 104.0 0.1637570150317497 125.14327431854949 155.61765678059686
0.018451852708864132 66.0 104.0 0.1637570150317497 125.14327431854949 155.61765678059686
0.01556694244153887 65.0 105.0 0.1643673523583378 106.563097753954 150.34953669652612
0.01556694244153887 65.0 105.0 0.1643673523583378 106.563097753954 150.34953669652612
0.013133082124689178 62.0 107.0 0.16837486368675592 105.35355169443578 157.96392358391802
0.013133082124689178 62.0 107.0 0.16837486368675592 105.35355169443578 157.96392358391802
0.011079751000658146 65.0 103.0 0.161076220354632 115.92781857319156 159.13782520184733
0.011079751000658146 65.0 103.0 0.161076220354632 115.92781857319156 159.13782520184733
0.009347454091207262 64.0 104.0 0.1632101488868002 103.73557034238623 159.7446452576801
0.009347454091207262 64.0 104.0 0.1632101488868002 103.73557034238623 159.7446452576801
0.007885998338955282 61.0 106.0 0.16577877390773121 97.56462835692655 161.09288638891394
0.007885998338955282 61.0 106.0 0.16577877390773121 97.56462835692655 161.09288638891394
0.006653038270656214 58.0 108.0 0.1702223513623016 110.51117286143479 163.59994326158434
0.006653038270656214 58.0 108.0 0.1702223513623016 110.51117286143479 163.59994326158434
0.0056128490431156895 56.0 110.0 0.17111344020892505 105.6350687426496 171.51255415774597
0.0056128490431156895 56.0 110.0 0.17111344020892505 105.6350687426496 171.51255415774597
0.0047352913209226565 50.0 116.0 0.18411342960625932 104.74774781641229 175.0252780058842
0.0047352913209226565 50.0 116.0 0.18411342960625932 104.74774781641229 175.0252780058842
0.003994937993479024 56.0 110.0 0.16924904002259156 104.76361471860882 179.00876362104825
0.003994937993479024 56.0 110.0 0.16924904002259156 104.76361471860882 179.00876362104825
0.0033703374280745634 59.0 107.0 0.1655744811528641 99.61738586335525 175.4017133738543
0.0033703374280745634 59.0 107.0 0.1655744811528641 99.61738586335525 175.4017133738543
0.0028433919118699756 57.0 108.0 0.1723850007364478 96.20788065372332 187.39436908328636
0.0028433919118699756 57.0 108.0 0.1723850007364478 96.20788065372332 187.39436908328636
0.0023988332732329557 53.0 112.0 0.1778895242694209 115.68505436416244 190.8865994912729
0.0023988332732329557 53.0 112.0 0.1778895242694209 115.68505436416244 190.8865994912729
0.0020237804886295086 54.0 110.0 0.1726209897829171 108.37611918850328 191.50965367927867
0.0020237804886295086 54.0 110.0 0.1726209897829171 108.37611918850328 191.50965367927867
0.0017073664567932652 53.0 111.0 0.1756585084119498 120.03378055047159 199.92513399738368
0.0017073664567932652 53.0 111.0 0.1756585084119498 120.03378055047159 199.92513399738368
0.0014404231260065213 54.0 110.0 0.1709279425832036 114.67651093215215 198.1858101141635
0.0014404231260065213 54.0 110.0 0.1709279425832036 114.67651093215215 198.1858101141635
0.0012152158511016902 58.0 106.0 0.16124935194367476 122.65516987816007 181.36828503772003
0.0012152158511016902 58.0 106.0 0.16124935194367476 122.65516987816007 181.36828503772003
0.001025219283213619 52.0 112.0 0.17700816625914118 111.18288282043994 186.7735613100225
0.001025219283213619 52.0 112.0 0.17700816625914118 111.18288282043994 186.7735613100225
8.64928298721744E-4 53.0 111.0 0.1718062591687725 112.7423518227357 180.3347680357561
8.64928298721744E-4 53.0 111.0 0.1718062591687725 112.7423518227357 180.3347680357561
7.296984890731964E-4 51.0 113.0 0.17866297746757503 104.75454727997418 181.56986719671016
7.296984890731964E-4 51.0 113.0 0.17866297746757503 104.75454727997418 181.56986719671016
6.156115897035865E-4 50.0 114.0 0.1772533280249473 96.5675657684345 170.83604289457608
6.156115897035865E-4 50.0 114.0 0.1772533280249473 96.5675657684345 170.83604289457608
5.19361948876604E-4 57.0 107.0 0.16081144944121606 112.22596770739656 159.82206815265184
5.19361948876604E-4 57.0 107.0 0.16081144944121606 112.22596770739656 159.82206815265184
4.381607468936478E-4 49.0 115.0 0.17975309796112146 97.56029940790782 163.6613910147665
4.381607468936478E-4 49.0 115.0 0.17975309796112146 97.56029940790782 163.6613910147665
3.6965519043831983E-4 45.0 119.0 0.18535728935806192 96.94214348780261 170.43665757525628
3.6965519043831983E-4 45.0 119.0 0.18535728935806192 96.94214348780261 170.43665757525628
3.1186034072366474E-4 48.0 116.0 0.17725740016404748 130.5683275424067 168.35054721113386
3.1186034072366474E-4 48.0 116.0 0.17725740016404748 130.5683275424067 168.35054721113386
2.631016001722062E-4 50.0 114.0 0.1761217150396063 119.99384132234297 164.75082385303637
2.631016001722062E-4 50.0 114.0 0.1761217150396063 119.99384132234297 164.75082385303637
2.2196619118847958E-4 51.0 113.0 0.17120535476363172 99.74242968725433 157.69093136484136
2.2196619118847958E-4 51.0 113.0 0.17120535476363172 99.74242968725433 157.69093136484136
1.8726222112854123E-4 50.0 112.0 0.17211341351152817 108.26654210249379 156.5465178069453
1.8726222112854123E-4 50.0 112.0 0.17211341351152817 108.26654210249379 156.5465178069453
1.5798414737953895E-4 42.0 119.0 0.18535586714484484 113.71793184744088 156.71470925815146
1.5798414737953895E-4 42.0 119.0 0.18535586714484484 113.71793184744088 156.71470925815146
1.3328364190504162E-4 44.0 117.0 0.18021533450831223 100.48261448314705 155.54332303791173
1.3328364190504162E-4 44.0 117.0 0.18021533450831223 100.48261448314705 155.54332303791173
1.1244501106047125E-4 45.0 113.0 0.1740288802969951 98.24082573277367 156.2316669038572
1.1244501106047125E-4 45.0 113.0 0.1740288802969951 98.24082573277367 156.2316669038572
9.486445847119045E-5 46.0 122.0 0.18938167309197695 92.29282089110099 155.437653601867
9.486445847119045E-5 46.0 122.0 0.18938167309197695 92.29282089110099 155.437653601867
8.003259011813532E-5 52.0 116.0 0.17778145036149898 84.82555767196098 146.67332160859934
8.003259011813532E-5 52.0 116.0 0.17778145036149898 84.82555767196098 146.67332160859934
6.75196547183457E-5 48.0 119.0 0.18424536926892993 92.48104987943412 141.08688508025406
6.75196547183457E-5 48.0 119.0 0.18424536926892993 92.48104987943412 141.08688508025406
